Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","244","Oil, groundnut","2018","2018","tonnes","76796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","334","Oil, linseed","2018","2018","tonnes","234073","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","60","Oil, maize","2018","2018","tonnes","346697","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","261","Oil, olive, virgin","2018","2018","tonnes","2518518","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","258","Oil, palm kernel","2018","2018","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","271","Oil, rapeseed","2018","2018","tonnes","9435838","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","281","Oil, safflower","2018","2018","tonnes","5361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","290","Oil, sesame","2018","2018","tonnes","37213","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","237","Oil, soybean","2018","2018","tonnes","2931531","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","268","Oil, sunflower","2018","2018","tonnes","3783416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","339","Oilseeds nes","2018","2018","tonnes","182900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","260","Olives","2018","2018","tonnes","13778370","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","403","Onions, dry","2018","2018","tonnes","5942422","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","15467","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","490","Oranges","2018","2018","tonnes","6515370","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","3837680","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","521","Pears","2018","2018","tonnes","2613513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","187","Peas, dry","2018","2018","tonnes","2008540","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","417","Peas, green","2018","2018","tonnes","907709","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","536","Plums and sloes","2018","2018","tonnes","1772350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","116","Potatoes","2018","2018","tonnes","51836630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","211","Pulses nes","2018","2018","tonnes","1286079","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","2077580","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","270","Rapeseed","2018","2018","tonnes","19928570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","547","Raspberries","2018","2018","tonnes","209169","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","27","Rice, paddy","2018","2018","tonnes","2840880","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","1894867","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","71","Rye","2018","2018","tonnes","6236406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","83","Sorghum","2018","2018","tonnes","840500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","236","Soybeans","2018","2018","tonnes","2912120","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","373","Spinach","2018","2018","tonnes","653430","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","544","Strawberries","2018","2018","tonnes","1321850","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","157","Sugar beet","2018","2018","tonnes","119552690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","267","Sunflower seed","2018","2018","tonnes","10003030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","2776430","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","162540","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","388","Tomatoes","2018","2018","tonnes","16730403","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","97","Triticale","2018","2018","tonnes","9750680","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","1706152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","196790","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","222","Walnuts, with shell","2018","2018","tonnes","182710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","567","Watermelons","2018","2018","tonnes","3182940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","15","Wheat","2018","2018","tonnes","138065720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1717","Cereals, Total","2018","2018","tonnes","294969136","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1804","Citrus Fruit, Total","2018","2018","tonnes","11087565","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1753","Fibre Crops Primary","2018","2018","tonnes","943005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1738","Fruit Primary","2018","2018","tonnes","71989956","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1731","Oilcrops","2018","2018","tonnes","46915060","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1841","Oilcrops, Cake Equivalent","2018","2018","tonnes","19138225","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1732","Oilcrops, Oil Equivalent","2018","2018","tonnes","15322916","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1726","Pulses, Total","2018","2018","tonnes","4876129","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1720","Roots and Tubers, Total","2018","2018","tonnes","51836630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1723","Sugar Crops Primary","2018","2018","tonnes","119552690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1729","Treenuts, Total","2018","2018","tonnes","1134440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5706","European Union (28)","5510","Production","1735","Vegetables Primary","2018","2018","tonnes","54329395","A","Aggregate, may include official, semi-official, estimated or calculated data"
